id,name,degree,peel,diversity,betweenness,pagerank,norm_peel,norm_diversity,norm_betweenness,norm_pagerank
163,Denys Mallister,9,8,0.6837389058487535,1.255158935337578e-05,0.0008586316294795937,0.6153846153846154,0.2772249618141401,6.533215802764165e-05,0.02405550777555465
164,Denzo Dhan,1,1,-0.0,0.0,0.0002583582526725891,0.07692307692307693,-0.0,0.0,0.0072381900953392316
165,Desmond,2,2,-0.0,0.0,0.0002598390557923569,0.15384615384615385,-0.0,0.0,0.0072796764204857084
166,Desmond Grell,4,3,1.0397207708399179,3.1951183889698636e-06,0.0006193446716925153,0.23076923076923078,0.421559382576986,1.6630880251755585e-05,0.01735162094445267
167,Devan Seaworth,6,5,1.5607104090414063,0.0003281255524829824,0.0008297144613734817,0.38461538461538464,0.6327969343975625,0.0017079231836054178,0.023245361563441307
168,Dick Crabb,5,4,0.9502705392332347,0.002557403164913106,0.0008153803536374431,0.3076923076923077,0.3852913907612414,0.013311514821472166,0.022843775798066113
169,Dick Follard,2,2,0.6931471805599453,0.0,0.00029401905817377273,0.15384615384615385,0.28103958838465737,0.0,0.008237266712789477
170,Dick Straw,2,1,0.6931471805599453,0.0025157232704402514,0.0006458619717216938,0.07692307692307693,0.28103958838465737,0.013094567200289547,0.018094532217620227
171,Dirk,2,2,-0.0,0.0,0.00030323307424262656,0.15384615384615385,-0.0,0.0,0.008495407488855152
172,Dobber,1,1,-0.0,0.0,0.0002315974236212918,0.07692307692307693,-0.0,0.0,0.0064884560892510355
173,Dolf,1,1,-0.0,0.0,0.00036973896392837244,0.07692307692307693,-0.0,0.0,0.0103586430039797
174,Donal Noye,8,6,1.3862943611198906,0.00024041363748335674,0.0012351428177068868,0.46153846153846156,0.5620791767693147,0.0012513747314270164,0.034603882078367613
175,Donella Hornwood,7,4,1.5498260458782016,0.00022409094074470783,0.0006353852431041748,0.3076923076923077,0.6283838212391923,0.0011664136183166778,0.017801015163195093
176,Donnel Waynwood,1,1,-0.0,0.0,0.00021996172578079,0.07692307692307693,-0.0,0.0,0.0061624692396333005
177,Dontos Hollard,9,7,0.8486855577264172,0.00046830580327989136,0.0011978047972514968,0.5384615384615384,0.3441033109573592,0.0024375740700053107,0.033557816442592196
178,Doran Martell,21,9,2.0455764621533223,0.014536796446447935,0.0029446146955448274,0.6923076923076923,0.8293880189608525,0.07566534053311476,0.08249661353335287
179,Dorcas,6,5,1.7917594692280547,5.208794164692299e-06,0.0006102603123460137,0.38461538461538464,0.7264767971924482,2.711224482576065e-05,0.017097112643811394
180,Doreah,6,6,0.45056120886630463,2.0666721393873146e-06,0.0007908940404895133,0.46153846153846156,0.18268203382085163,1.075721544104391e-05,0.02215776485215943
181,Draqaz,1,1,-0.0,0.0,0.0003556118092841454,0.07692307692307693,-0.0,0.0,0.00996285525668155
182,Drennan,2,2,0.6931471805599453,0.0,0.00037984308253106417,0.15384615384615385,0.28103958838465737,0.0,0.01064172097975785
183,Drogo,21,8,1.7067706585450746,0.012390512850945078,0.004373204123565144,0.6153846153846154,0.692017708211734,0.06449374026116875,0.12252011478108395
